fixation.started,key_fixating.started,key_fixating.keys,key_fixating.rt,fixation_shifted.started,participant,session,date,expName,psychopyVersion,frameRate,
10.216122305952013,10.216122305952013,space,2.112081147963181,,284739,001,2023-02-19_17h05.23.400,b0_1,2022.2.5,120.13601267976878,
,,,,12.335925254970789,,,,,,,
