text_instr.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
14.041559819946997,14.041559819946997,space,1.6751881560776383,050655,001,2023-02-25_11h07.49.832,b0_1,2022.2.5,None,
