trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.176515862927772,14.176515862927772,space,1.3233633489580825,,,,,,,
