rating_trials.thisRepN,rating_trials.thisTrialN,rating_trials.thisN,rating_trials.thisIndex,questionId,type,question_text,answer_text,question_file,answer_file,text_instr.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,slider.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.140921338112094,12.140921338112094,space,0.5273241809336469,,,638163,001,2023-02-25_11h14.16.811,b0_1,2022.2.5,None,
,,,,,,,,,,,,,,12.773108760011382,12.773108760011382,,,,,,,
