trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,fixation_satisfaction.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.813804138917476,13.813804138917476,space,0.7353138100588694,14.583772036945447,0.015368112944997847,16.579913264955394,16.579913264955394,16.579913264955394,16.5922918365725,d,1.0395883149467409,17.82308047800325,0.004570593009702861,19.826103889965452,19.826103889965452,19.838742348660404,20.50581645499915,22.44168865599204,2.884017211967148,23.504288872005418,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/947589_b0_1_2023-02-23_22h02.05.169_mic_recorded/recording_mic_2023-02-23_22h02.22.082.wav,947589,001,2023-02-23_22h02.05.169,b0_1,2022.2.5,None,
,,,,24.20838860294316,24.20838860294316,,,,,,,,,,,,,,,,,,,,,,,,,,,
