trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.505965416901745,14.505965416901745,space,0.9333616279764101,15.471451141987927,0.012872371007688344,17.470364223001525,17.470364223001525,17.470364223001525,17.480291655582064,d,5.886963095981628,23.371261288993992,0.005824995925650001,,,,,,,,,
