fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,fixation_satisfaction.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.566779650049284,14.566779650049284,space,3.3636143589392304,,,,,,,,,,,,,,,,,,496268,001,2023-02-21_14h56.07.401,b0_1,2022.2.5,None,
,,,,17.970803576055914,0.014958794927224517,19.964231941034086,19.964231941034086,19.964231941034086,19.97681170067905,d,6.593573499005288,,,,,,,,,,496268,001,2023-02-21_14h56.07.401,b0_1,2022.2.5,None,
,,,,,,,,,,,,26.57429710100405,0.0032152310013771057,28.577885705046356,28.577885705046356,28.590307924725735,29.25796712504234,30.95890683704056,2.7044293449725956,32.25605229905341,,,,,,,
