trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.966037519043311,12.966037519043311,space,0.918858012999408,12,13.913573086960241,0.01377962902188301,15.91003092797473,15.91003092797473,15.922897442655328,17.79279181867993,18.061912882956676,d,2.5111760060535744,,,,,,,,
