questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,fixation_answer.started,static_wait.started,fixation_wait.stopped,fixation_answer.stopped,answer_voice.started,fixation_satisfaction.started,mic.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
GE_72,Geography,Which continent is in all four hemispheres?,Africa,GE_02_q.ogg,GE_02_a.ogg,0,0,0,296,12.961249083047733,12.961249083047733,space,0.836890819016844,3,13.834101811051369,0.01897273410577327,15.82878088101279,15.82878088101279,15.842428622713003,20.250940298723677,20.237778089009225,d,0.3475378229049966,20.796094616991468,20.796094616991468,0.005782844964414835,23.795799866085872,23.795799866085872,23.808660661747368,23.795799866085872,3.995229807915166,26.79022873402573,8.805283784982748,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/845926_b0_1_2023-02-24_16h02.51.785_mic_recorded/recording_mic_2023-02-24_16h03.15.447.wav,845926,001,2023-02-24_16h02.51.785,b0_1,2022.2.5,None,
