fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,fixation_satisfaction.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.067507778061554,14.067507778061554,space,2.1991738559445366,,,,,,,,,,,,,,,,,661355,001,2023-02-21_14h49.22.125,b0_1,2022.2.5,None,
,,,,16.301322775078006,0.00968218594789505,18.29494616400916,18.29494616400916,18.29494616400916,18.30670595175276,d,4.517461478011683,,,,,,,,,661355,001,2023-02-21_14h49.22.125,b0_1,2022.2.5,None,
,,,,,,,,,,,,22.822384285042062,2.4515087716281414e-05,24.826497960020788,24.826497960020788,26.82839833397884,29.43354353797622,4.011043493985198,29.816090560983866,,,,,,,
