text_instr.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
14.200077267945744,14.200077267945744,space,0.9845786930527538,154314,001,2023-02-25_11h09.22.581,b0_1,2022.2.5,None,
