trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_fixating.started,key_fixating.keys,key_fixating.rt,fixation_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,choice.keys,choice.rt,fixation_wait.started,fixation_wait.stopped,fixation_answer.started,fixation_answer.stopped,fixation_satisfaction.started,response_satisfaction.started,response_satisfaction.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.263269759016111,13.263269759016111,space,5.08783852099441,18.37207144696731,20.868496070965193,20.868496070965193,20.868496070965193,d,1.8516434869961813,22.736721985973418,25.23505140701309,25.23505140701309,27.23083473695442,27.23083473695442,-5.965807940810919e-05,8.641880524926819,,,,,,,
