trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.137380923028104,14.137380923028104,space,0.8765864609740674,,,,,,,
