fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,mic.started,participant,session,date,expName,psychopyVersion,frameRate,
13.369011594098993,13.369011594098993,space,1.9018713370896876,,,,,,,,,,,,,,,888478,001,2023-02-21_14h58.23.090,b0_1,2022.2.5,None,
,,,,15.305848990101367,0.014453357085585594,17.299507559044287,17.299507559044287,17.299507559044287,17.311414807747738,None,,,,,,,,888478,001,2023-02-21_14h58.23.090,b0_1,2022.2.5,None,
,,,,,,,,,,,22.473917594063096,0.19449413300026208,24.47848137805704,24.47848137805704,24.490669969764227,24.972334522055462,2.709175041061826,,,,,,,
