questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_question.started,question_voice.started,fixation_prepare.stopped,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,mic.started,fixation_answer.stopped,fixation_satisfaction.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
AN_38,Animal,What mammal sleeps the most hours each day?,Cat,AN_02_q.ogg,AN_02_a.ogg,0,0,0,37,13.968465449055657,13.968465449055657,space,1.4535391629906371,15.466682431986555,0.014801764045841992,17.450355876004323,17.463867241695212,17.45402114605531,24.059812156662034,24.053989610052668,d,7.415485050994903,31.485525878029875,0.005764223984442651,33.486175297992304,33.486175297992304,33.4985741987514,2.7017906330293044,35.96215507306624,35.96215507306624,39.10128598508891,7.48175595398061,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/531672_b0_1_2023-02-24_15h42.33.818_mic_recorded/recording_mic_2023-02-24_15h43.05.604.wav,531672,001,2023-02-24_15h42.33.818,b0_1,2022.2.5,None,
,,,,,,,,,,39.78987434809096,39.78987434809096,space,1.4659353219904006,41.278540619066916,0.014422389911487699,43.27927796903532,43.29303889774407,43.27927796903532,48.45402335975474,48.44015591801144,,,,,,,,,,,,,,,,,,,,
