trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.54937983804848,13.54937983804848,space,0.7019651220180094,14.282662732992321,0.010761438985355198,16.279099586070515,16.279099586070515,16.279099586070515,16.29085862666058,d,0.7700583540135995,17.261914578964934,0.004496576962992549,19.264854921028018,19.264854921028018,19.277593105627844,20.134922491037287,20.240735642029904,2.8833302940474823,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/331781_b0_1_2023-02-23_22h19.02.239_mic_recorded/recording_mic_2023-02-23_22h19.19.001.wav,331781,001,2023-02-23_22h19.02.239,b0_1,2022.2.5,None,
,,,,23.638865523971617,23.638865523971617,,,,,,,,,,,,,,,,,,,,,,,,,,
