questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,fixation_answer.started,static_wait.started,fixation_wait.stopped,fixation_answer.stopped,answer_voice.started,fixation_satisfaction.started,mic.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
AR_66,Art,Which person has been awarded the most Oscars ever?,Katharine Hepburn,AR_02_q.ogg,AR_02_a.ogg,0,0,0,140,13.265231449971907,13.265231449971907,space,0.49297234101686627,6,13.789741527987644,0.014719781000167131,15.786488965968601,15.786488965968601,15.796973869615856,17.670822283664407,17.659021773026325,d,1.7430455239955336,19.426286407979205,19.426286407979205,0.006110073998570442,25.42911563301459,25.42911563301459,25.44242310471988,26.27425341005437,6.873601134982891,29.73786409199238,13.303707608021796,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/123061_b0_1_2023-02-25_09h29.47.375_mic_recorded/recording_mic_2023-02-25_09h30.13.990.wav,123061,001,2023-02-25_09h29.47.375,b0_1,2022.2.5,None,
,,,,,,,,,,33.55397447501309,33.55397447501309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
