trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_fixating.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.897413666010834,10.897413666010834,,,,,,,
