questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,fixation_answer.started,static_wait.started,fixation_wait.stopped,fixation_answer.stopped,answer_voice.started,fixation_satisfaction.started,mic.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
FO_72,Food,Which famous American beverage was first invented in 1886?,Coca-cola,FO_02_q.ogg,FO_02_a.ogg,0,0,0,221,13.020090891048312,13.020090891048312,space,5.093990036984906,9,18.14299854298588,0.01372566306963563,20.1368797540199,20.1368797540199,20.149994844632843,22.47671870870205,22.46389100200031,d,2.3584136420395225,24.840310796978883,24.840310796978883,0.006139868055470288,33.844090956961736,33.844090956961736,33.856678898624764,33.844090956961736,10.89090160804335,37.54491121706087,15.702441232977435,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/312560_b0_1_2023-02-24_16h03.26.773_mic_recorded/recording_mic_2023-02-24_16h04.01.251.wav,312560,001,2023-02-24_16h03.26.773,b0_1,2022.2.5,None,
