key_fixating.started,fixation.started,key_fixating.keys,key_fixating.rt,participant,session,date,expName,psychopyVersion,frameRate,
12.31013424496632,15.283929178025573,space,3.5658476930111647,436345,001,2023-02-19_17h03.13.964,b0_1,2022.2.5,None,
15.902953052078374,18.8719021640718,space,16.222490844898857,436345,001,2023-02-19_17h03.13.964,b0_1,2022.2.5,None,
