trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_fixating.started,key_fixating.keys,key_fixating.rt,fixation_prepare.started,fixation_question.started,fixation_question.stopped,response.started,fixation_choice.started,response.keys,response.rt,fixation_wait.started,fixation_wait.stopped,fixation_answer.started,fixation_answer.stopped,fixation_satisfaction.started,response_satisfaction.started,response_satisfaction.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,13.060860041063279,13.060860041063279,space,1.708816198981367,14.792081332067028,17.289514690055512,20.285298016038723,20.285298016038723,20.285298016038723,d,0.6297919520875439,20.925866435980424,23.422139112022705,23.422139112022705,25.418090242077596,25.418090242077596,0.0023292320547625422,3.865849671070464,,,,,,,
