key_fixating.started,fixation.started,key_fixating.keys,key_fixating.rt,participant,session,date,expName,psychopyVersion,frameRate,
12.232406876981258,15.207613025908358,space,6.096979933092371,505777,001,2023-02-19_17h02.08.296,b0_1,2022.2.5,None,
