trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,15.657870637951419,15.657870637951419,space,3.0473016479518265,12,18.75192981294822,0.02016017201822251,20.744980296003632,20.744980296003632,20.75742602959896,25.131076451569484,25.11816466692835,,,,,,,
