rating_trials.thisRepN,rating_trials.thisTrialN,rating_trials.thisN,rating_trials.thisIndex,questionId,type,question_text,answer_text,question_file,answer_file,text_instr.started,key_resp.started,key_resp.keys,key_resp.rt,text.started,slider.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.820143572054803,12.820143572054803,space,0.9058696520514786,,,078123,001,2023-02-25_11h13.17.984,b0_1,2022.2.5,None,
,,,,,,,,,,,,,,13.834427822963335,13.834427822963335,,,,,,,
