fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,participant,session,date,expName,psychopyVersion,frameRate,
15.725725673954003,15.725725673954003,space,2.877490115002729,915798,001,2023-02-21_14h45.10.951,b0_1,2022.2.5,None,
