trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_answer.stopped,fixation_satisfaction.started,mic.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,14.449504049029201,14.449504049029201,space,1.8973889200715348,16.38328420603648,0.011053694994188845,18.379969328059815,18.379969328059815,18.379969328059815,18.39219882461863,d,1.012425163993612,19.603449546033517,0.0038165959995239973,21.605928351986222,21.605928351986222,21.618110933636004,22.28762366506271,22.475815171026625,2.88250747800339,25.46472074603662,5.967468555900268,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/715870_b0_1_2023-02-23_22h33.56.438_mic_recorded/recording_mic_2023-02-23_22h34.14.544.wav,715870,001,2023-02-23_22h33.56.438,b0_1,2022.2.5,None,
,,,,26.388676424045116,26.388676424045116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
