trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.59917764691636,12.59917764691636,space,0.8023092990042642,,,,,,,
