questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
AN_10,Animal,What animal is combined with a serpent to make the mythical creature the Cockatrice?,Rooster,AN_02_q.ogg,AN_02_a.ogg,0,0,0,9,14.249675332917832,14.249675332917832,space,1.6225814099889249,9,15.910666469018906,0.022312586894258857,17.905978317954578,17.905978317954578,17.91850965057189,24.50644444063461,24.493067695992067,d,2.788844616035931,27.299565425957553,0.005081256967969239,36.3022188579198,36.3022188579198,36.31553159462443,37.14860414690338,38.62767482397612,9.871029148926027,40.137556024012156,14.330123154912144,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/066732_b0_1_2023-02-24_15h57.41.111_mic_recorded/recording_mic_2023-02-24_15h58.15.802.wav,066732,001,2023-02-24_15h57.41.111,b0_1,2022.2.5,None,
,,,,,,,,,,42.457841546973214,42.457841546973214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
