trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,fixation_satisfaction.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.57220439100638,14.57220439100638,space,3.0252137129427865,17.637248337036,0.016207066015340388,19.62441116408445,19.62441116408445,19.62441116408445,19.637571211733544,d,4.226339714019559,24.060151294106618,0.004777522059157491,26.065260772011243,26.065260772011243,26.07775885373509,26.743680172017775,29.433659636066295,2.886827836977318,29.74127646710258,,,,,,,
