trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,13.209934407961555,13.209934407961555,space,2.1733632549876347,15.411535670049489,0.012077413965016603,17.40724172303453,17.40724172303453,17.40724172303453,17.419646008700752,d,1.1255110600031912,18.736130243050866,0.0037255570059642196,20.738383593969047,20.738383593969047,20.75102699868536,21.72493274405133,21.728152940049767,3.0019814550178126,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/764831_b0_1_2023-02-23_22h05.38.218_mic_recorded/recording_mic_2023-02-23_22h05.58.325.wav,764831,001,2023-02-23_22h05.38.218,b0_1,2022.2.5,None,
,,,,26.054600208997726,26.054600208997726,,,,,,,,,,,,,,,,,,,,,,,,,,
