questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
GE_27,Geography,What's the second most populated continent on Earth?,Africa,GE_01_q.ogg,GE_01_a.ogg,0,0,0,251,13.968055872945115,13.968055872945115,space,6.2492061130469665,9,20.256212537991814,0.015505936928093433,22.250342136947438,22.250342136947438,22.26358339767127,24.865859711604813,25.098980380920693,d,1.3605703549692407,26.48135662090499,0.004819356021471322,35.48600451799575,35.48600451799575,35.496768009561734,36.353690274991095,39.13326024194248,9.8966138480464,39.35089003900066,15.646954103955068,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/693382_b0_1_2023-02-25_09h43.17.630_mic_recorded/recording_mic_2023-02-25_09h43.52.913.wav,693382,001,2023-02-25_09h43.17.630,b0_1,2022.2.5,None,
,,,,,,,,,,42.95027567492798,42.95027567492798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
