questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
AN_03,Animal,What animal can live up to a week without its head?,Cockroach,AN_01_q.ogg,AN_01_a.ogg,0,0,0,2,13.464989703032188,13.464989703032188,space,0.6126107779564336,9,14.124866649974138,0.021108964923769236,16.120593599043787,16.120593599043787,16.13354641170396,21.32427686470716,21.539984342060052,d,0.4197969959350303,22.171965106972493,0.005042673903517425,31.176303906016983,31.176303906016983,31.18827015866215,31.81711590406485,33.14322674705181,9.655728774960153,34.81013949599583,13.964570996933617,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/241861_b0_1_2023-02-25_09h38.36.753_mic_recorded/recording_mic_2023-02-25_09h39.06.528.wav,241861,001,2023-02-25_09h38.36.753,b0_1,2022.2.5,None,
,,,,,,,,,,36.95971439999994,36.95971439999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
