trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation.started,key_fixating.started,key_fixating.keys,key_fixating.rt,fixation_prepare.started,fixation_question.started,choice.started,choice.keys,choice.rt,fixation_wait.started,fixation_wait.stopped,fixation_answer.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.322022153995931,12.322022153995931,space,7.725664305035025,20.07225676206872,22.567100879969075,22.567100879969075,g,3.8764490069588646,26.455821832991205,28.95442287507467,28.95442287507467,,,,,,,
