trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,text_instr.started,key_resp.started,key_resp.keys,key_resp.rt,fixation_fixate_circle.started,fixation_fixate.started,fixation_fixate_dot.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.954832302988507,14.954832302988507,space,7.67042992298957,,,,,,,,,,040711,001,2023-02-25_10h40.25.315,b0_1,2022.2.5,None,
,,,,,,,,,,,,,,23.320893087075092,23.320893087075092,23.320893087075092,23.320893087075092,space,1.311286911019124,12,24.654770540073514,0.01484349393285811,,,,,,,
