fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,fixation_satisfaction.started,fixation_answer.stopped,mic.started,participant,session,date,expName,psychopyVersion,frameRate,
13.719003411009908,13.719003411009908,space,4.474545852048323,,,,,,,,,,,,,,,,161007,001,2023-02-21_14h53.41.867,b0_1,2022.2.5,None,
,,,,18.236398658016697,0.01567731297109276,20.24250914307777,20.24250914307777,20.24250914307777,20.246393135694476,d,6.963048171019182,,,,,,,,161007,001,2023-02-21_14h53.41.867,b0_1,2022.2.5,None,
,,,,,,,,,,,,27.218897158047184,2.8153997845947742e-05,29.226565279997885,29.226565279997885,31.21064413699787,31.223981164046563,4.0098727400181815,,,,,,,
