fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,participant,session,date,expName,psychopyVersion,frameRate,
14.981218910892494,14.981218910892494,space,1.8027627089759335,,,,,,,616706,001,2023-02-21_14h48.09.448,b0_1,2022.2.5,None,
,,,,16.82098543900065,0.01423712505493313,18.813990249997005,18.813990249997005,18.813990249997005,18.824644547599988,,,,,,,
