trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,wait_duration,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,question_voice.started,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,15.023257991997525,15.023257991997525,space,1.2747764170635492,12,16.34272920701187,0.021405007923021913,18.33677929395344,18.33677929395344,18.34978254471595,23.54097137862506,23.527689325041138,d,2.201756119960919,,,,,,,,
