questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_question.started,question_voice.started,fixation_prepare.stopped,duration_voice.started,choice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,mic.started,fixation_answer.stopped,fixation_satisfaction.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
AR_51,Art,Who is actor Miguel Ferrer's famous mother?,Rosemary Clooney,AR_01_q.ogg,AR_01_a.ogg,0,0,0,125,13.252084822044708,13.252084822044708,space,1.5029248140053824,14.797511258046143,0.013320632046088576,16.782204785034992,16.794928338673586,16.785246011102572,20.652780870736265,20.639257391099818,d,3.782214459963143,24.44250563008245,0.006278212065808475,26.442034122999758,26.442034122999758,26.455324644750604,2.699345513014123,29.11354425502941,29.11354425502941,32.243112405063584,7.672754934988916,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/137552_b0_1_2023-02-24_15h43.29.862_mic_recorded/recording_mic_2023-02-24_15h43.55.727.wav,137552,001,2023-02-24_15h43.29.862,b0_1,2022.2.5,None,
,,,,,,,,,,32.94697883608751,32.94697883608751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
