trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,12.538912242045626,12.538912242045626,space,1.3423041820060462,,,,,,,
