trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,questionId,type,question,answer,question_file,answer_file,fixation_fixate_circle.started,fixation_fixate.started,fixation_fixate_dot.started,fixation_placeholder.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,13.658989983960055,13.658989983960055,13.658989983960055,13.658989983960055,,,,,,,
