questionId,type,question,answer,question_file,answer_file,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fixation_fixate.started,fixation_placeholder.started,fixation_placeholder.keys,fixation_placeholder.rt,fixation_prepare.started,static_prepare.started,fixation_prepare.stopped,fixation_question.started,choice.started,question_voice.started,choice.keys,choice.rt,fixation_wait.started,static_wait.started,fixation_wait.stopped,fixation_answer.started,answer_voice.started,fixation_answer.stopped,mic.started,fixation_satisfaction.started,fixation_satisfaction.stopped,mic.stopped,mic.clip,participant,session,date,expName,psychopyVersion,frameRate,
GE_21,Geography,What river runs through Dublin?,Liffey,GE_01_q.ogg,GE_01_a.ogg,0,0,0,245,13.654230281012133,13.654230281012133,space,1.8092503170482814,15.49433280096855,0.008748277905397117,17.492629309068434,17.492629309068434,17.492629309068434,17.50067527272428,d,4.1496733360691,21.656653137994,0.005952397012151778,23.663117563002743,23.663117563002743,23.67432259064323,24.33679985499475,2.7046536749694496,25.83803526707925,28.96917446400039,7.1760282419854775,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/414559_b0_1_2023-02-24_09h47.17.332_mic_recorded/recording_mic_2023-02-24_09h47.39.844.wav,414559,001,2023-02-24_09h47.17.332,b0_1,2022.2.5,None,
AR_15,Art,What's the only Best Picture Oscar winner whose title ends with an exclamation point?,Oliver!,AR_01_q.ogg,AR_01_a.ogg,0,1,1,89,29.65886812203098,29.65886812203098,space,46.773056859965436,76.45195356803015,0.013094524038024247,78.45987252600025,78.45987252600025,78.45987252600025,78.47172549571066,d,5.890064878971316,84.36008086602669,0.005269275046885014,86.36837428400759,86.36837428400759,86.37798617763134,87.043210561038,2.7044577070046216,88.26578393497039,91.38417070999276,6.894115984090604,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/414559_b0_1_2023-02-24_09h47.17.332_mic_recorded/recording_mic_2023-02-24_09h48.42.271.wav,414559,001,2023-02-24_09h47.17.332,b0_1,2022.2.5,None,
FO_13,Food,"What kind of wine takes its name from the Spanish town of Jerez, where it's made? ",Sherry,FO_01_q.ogg,FO_01_a.ogg,0,2,2,162,92.07798374805134,92.07798374805134,space,29.123590474016964,121.22191180405207,0.008971436996944249,123.2280338620767,123.2280338620767,123.2280338620767,123.2404968216472,d,6.714809504919685,129.95814582100138,0.00433893408626318,131.97186238598078,131.97186238598078,131.980888394701,132.64237812603824,2.7057063550455496,133.73001932597253,136.85305181902368,6.758340085041709,/Users/yanivabir/Files/ShohamyLab/curiosity_motivation/energizing_pupil/energizing_pupil1/data/414559_b0_1_2023-02-24_09h47.17.332_mic_recorded/recording_mic_2023-02-24_09h49.27.737.wav,414559,001,2023-02-24_09h47.17.332,b0_1,2022.2.5,None,
,,,,,,,,,,137.54637639701832,137.54637639701832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
